FSCS ID,FSCS ID_SEQ,LIBRARY ID,LIBRARY NAME,PHONE,COUNTY,LOCATION,LOCALE,COUNTY POPULATION,OUTLET TYPE,SQ FEET,BOOKMOBILES,HOURS,WEEKS OPEN,METRO STATUS,STRUCTURE CHANGE,NAME CHANGE,ADDRESS CHANGE
IL0481,002,3060400,SCHMALING MEMORIAL PUBLIC LIBRARY DISTRICT,8155892045,WHITESIDE,"501 TENTH AVENUE
FULTON, IL 61252
(41.86716, -90.164483)",32,56876,CE,4226,0,1765,52,NO,0,0,0
IL0482,002,3060500,SELBY TOWNSHIP LIBRARY DISTRICT,8154472660,BUREAU,"101 DEPOT STREET
DEPUE, IL 61322
(41.324201, -89.308344)",42,33840,CE,1400,0,1404,52,NO,0,0,0
IL0483,002,3060600,SENECA PUBLIC LIBRARY DISTRICT,8153576566,LA SALLE,"210 NORTH MAIN STREET
SENECA, IL 61360
(41.314229, -88.609998)",42,111241,CE,10000,0,3172,52,NO,0,0,0
IL0484,002,3060700,SESSER PUBLIC LIBRARY,6186256566,FRANKLIN,"303 WEST FRANKLIN STREET
SESSER, IL 62884
(38.091707, -89.056048)",42,39411,CE,1820,0,1202,52,NO,0,0,0
IL0485,002,3027500,FLEWELLIN MEMORIAL LIBRARY,8158242079,DEKALB,"108 WEST COMANCHE
SHABBONA, IL 60550
(41.768005, -88.873381)",42,105462,CE,2880,0,-1,52,NO,0,0,0
IL0486,002,3060800,SHAWNEETOWN PUBLIC LIBRARY,6182693761,GALLATIN,"320 NORTH LINCOLN BOULEVARD
SHAWNEETOWN, IL 62984
(37.712807, -88.157039)",43,5291,CE,1578,0,1352,52,NO,0,0,0
IL0487,002,3060900,SHEFFIELD PUBLIC LIBRARY,8154542628,BUREAU,"136 EAST COOK STREET
SHEFFIELD, IL 61361
(41.356463, -89.736819)",43,33840,CE,1848,0,1656,52,NO,0,0,0
IL0488,002,3061000,SHELBYVILLE PUBLIC LIBRARY,2177744432,SHELBY,"154 NORTH BROADWAY STREET
SHELBYVILLE, IL 62565
(39.407871, -88.793717)",32,22048,CE,13600,0,2728,52,NO,0,0,0
IL0489,002,3061100,SHELDON PUBLIC LIBRARY DISTRICT,8154293521,IROQUOIS,"125 NORTH FIFTH STREET
SHELDON, IL 60966
(40.770519, -87.562388)",42,28879,CE,4320,0,2260,52,NO,0,0,0
IL0490,004,3061200,SHERRARD PUBLIC LIBRARY DISTRICT,3093737927,MERCER,"201 5TH AVE
SHERRARD, IL 61281
(41.320015, -90.507291)",42,15945,CE,5492,0,2544,52,NC,0,6,15
IL0490,005,3061201,SHERRARD PUBLIC LIBRARY DISTRICT MOBILE BRANCH,3093737927,MERCER,"201 5TH AVE
SHERRARD, IL 61281
(41.320015, -90.507315)",42,15945,BS,-3,-3,-3,-3,NO,3,0,0
IL0491,003,3061300,SHOREWOOD-TROY PUBLIC LIBRARY DISTRICT,8157251715,WILL,"650 DEERWOOD DRIVE
SHOREWOOD, IL 60404
(41.523803, -88.204947)",21,685419,CE,15000,0,3536,51,NC,0,0,0
IL0492,002,3061400,SIDELL DISTRICT LIBRARY,2172889031,VERMILION,"101 EAST MARKET STREET
SIDELL, IL 61876
(39.910331, -87.82265)",42,79728,CE,3745,0,1664,52,NO,0,0,0
IL0493,002,3061500,SIDNEY COMMUNITY LIBRARY,2176882332,CHAMPAIGN,"221 SOUTH DAVID STREET
SIDNEY, IL 61877
(40.024468, -88.073313)",42,207133,CE,640,0,1716,52,NO,0,0,0
IL0494,002,3061600,SILVIS PUBLIC LIBRARY,3097553393,ROCK ISLAND,"105 EIGHTH STREET
SILVIS, IL 61282
(41.512321, -90.416961)",21,146063,CE,6826,0,2832,51,NC,0,0,0
IL0495,002,3061700,SKOKIE PUBLIC LIBRARY,8476737774,COOK,"5215 OAKTON STREET
SKOKIE, IL 60077
(42.026325, -87.757407)",13,5246456,CE,133190,0,3900,52,NC,0,0,0
IL0495,003,3061701,SKOKIE PUBLIC LIBRARY BOOKMOBILE,8476737774,COOK,"5215 OAKTON STREET
SKOKIE, IL 60077
(42.026325, -87.757407)",13,5246456,BS,-3,1,1600,50,NC,0,0,0
IL0496,002,3061900,SOMONAUK PUBLIC LIBRARY DISTRICT,8154982440,DEKALB,"700 EAST LASALLE STREET
SOMONAUK, IL 60552
(41.630873, -88.676509)",31,105462,CE,15000,0,3068,52,NO,0,0,0
IL0497,002,3062000,SOUTH BELOIT PUBLIC LIBRARY,8153892495,WINNEBAGO,"630 BLACKHAWK BOULEVARD SOUTH
BELOIT, IL 61080
(42.488478, -89.039092)",23,288542,CE,4044,0,2704,52,NC,0,0,0
IL0498,002,3062100,SOUTH COUNTY PUBLIC LIBRARY DISTRICT,6188832522,CALHOUN,"106 WEST MAIN STREET
BRUSSELS, IL 62013
(38.949556, -90.588162)",42,4956,CE,700,0,1560,49,NO,0,0,0
IL0499,002,3062200,SOUTH HOLLAND PUBLIC LIBRARY,7083315262,COOK,"16250 WAUSAU AVENUE SOUTH
HOLLAND, IL 60473
(41.599784, -87.61003)",21,5246456,CE,30000,0,3071,52,NC,0,0,0
IL0501,002,3062600,SPARTA PUBLIC LIBRARY,6184435014,RANDOLPH,"211 WEST BROADWAY STREET
SPARTA, IL 62286
(38.122655, -89.704079)",32,32869,CE,9000,0,2060,52,NO,0,0,0
IL0502,002,3062700,SPOON RIVER LIBRARY DISTRICT,3097855496,FULTON,"201 SOUTH THIRD STREET
CUBA, IL 61427
(40.492151, -90.195757)",42,36007,CE,2562,0,2132,52,NO,0,0,0
IL0503,002,3057300,RICHARD A. MAUTINO MEMORIAL LIBRARY,8156634741,BUREAU,"215 EAST CLEVELAND STREET SPRING VALLEY
IL 61362
(41.32664, -89.197829)",32,33840,CE,11300,0,2288,52,NO,0,0,0
IL0504,002,3040700,LINCOLN LIBRARY,2177534900,SANGAMON,"326 SOUTH SEVENTH STREET
SPRINGFIELD, IL 62701
(39.799102, -89.646457)",12,198997,CE,94000,0,2880,52,CC,0,0,0
IL0506,002,3000800,ALLIN TOWNSHIP LIBRARY,3093794631,MCLEAN,"116 WEST MAIN STREET
STANFORD, IL 61774
(40.434722, -89.218299)",42,174061,CE,2400,0,1456,52,NO,0,0,0
IL0507,002,3063200,STAUNTON PUBLIC LIBRARY,6186353852,MACOUPIN,"306 WEST MAIN STREET
STAUNTON, IL 62088
(39.012088, -89.790228)",32,46453,CE,5880,0,2000,52,NO,0,0,0
IL0508,002,3063300,STEELEVILLE AREA PUBLIC LIBRARY DISTRICT,6189659732,RANDOLPH,"625 SOUTH SPARTA STREET
STEELEVILLE, IL 62288
(38.003047, -89.658677)",32,32869,CE,4998,0,2392,52,NO,0,0,0
IL0509,002,3063400,STEGER-SOUTH CHICAGO HEIGHTS PUBLIC LIBRARY DISTRICT,7087555040,COOK,"54 EAST 31ST STREET
STEGER, IL 60475
(41.475221, -87.633869)",21,5246456,CE,7500,0,-1,52,NC,0,0,0
IL0510,002,3063500,STERLING PUBLIC LIBRARY,8156251370,WHITESIDE,"102 WEST THIRD STREET
STERLING, IL 61081
(41.788062, -89.697597)",32,56876,CE,18200,0,3328,52,NO,0,0,0
IL0511,002,3063600,STICKNEY-FOREST VIEW PUBLIC LIBRARY DISTRICT,7087491050,COOK,"6800 WEST 43RD STREET
STICKNEY, IL 60402
(41.814154, -87.792273)",21,5246456,CE,13685,0,2925,52,NC,0,0,0
IL0512,002,3037700,JULIA HULL DISTRICT LIBRARY,8156458611,OGLE,"100 LIBRARY LANE STILLMAN VALLEY
IL 61084
(42.103393, -89.180907)",31,52085,CE,4000,0,3120,51,NO,0,0,0
IL0513,002,3063800,STOCKTON TOWNSHIP PUBLIC LIBRARY,8159472030,JO DAVIESS,"140 WEST BENTON AVENUE
STOCKTON, IL 61085
(42.350887, -90.007524)",42,22254,CE,6000,0,1586,52,NO,0,0,0
IL0514,002,3063900,STONINGTON TOWNSHIP PUBLIC LIBRARY,2173253512,CHRISTIAN,"500 EAST NORTH STREET
STONINGTON, IL 62567
(39.640558, -89.183648)",42,33892,CE,4392,0,1550,50,NO,0,0,0
IL0515,002,3064000,STREATOR PUBLIC LIBRARY,8156722729,LA SALLE,"130 SOUTH PARK STREET
STREATOR, IL 61364
(41.120497, -88.834171)",32,111241,CE,5100,0,2699,52,NO,0,0,0
IL0516,002,3064100,SUGAR GROVE PUBLIC LIBRARY DISTRICT,6304664686,KANE,"125 SOUTH MUNICIPAL DRIVE SUGAR GROVE
IL 60554
(41.76267, -88.455691)",41,527306,CE,25500,0,2321,52,NC,0,0,0
IL0517,002,3025200,ELIZABETH TITUS MEMORIAL LIBRARY,2177287221,MOULTRIE,"2 WEST WATER STREET
SULLIVAN, IL 61951
(39.597116, -88.607482)",32,14837,CE,11000,0,3094,52,NO,0,0,0
IL0519,002,3064400,SYCAMORE PUBLIC LIBRARY,8158952500,DEKALB,"103 EAST STATE STREET
SYCAMORE, IL 60178
(41.988495, -88.684214)",23,105462,CE,27200,0,3400,52,NO,0,0,0
IL0520,002,3064500,TALCOTT FREE LIBRARY DISTRICT,8156247511,WINNEBAGO,"101 EAST MAIN STREET
ROCKTON, IL 61072
(42.452502, -89.072127)",23,288542,CE,10584,0,2912,52,NC,0,0,0
IL0521,002,3064600,TAYLORVILLE PUBLIC LIBRARY,2178244736,CHRISTIAN,"121 WEST VINE STREET
TAYLORVILLE, IL 62568
(39.550312, -89.295803)",32,33892,CE,11000,0,2808,52,NO,0,0,0
IL0522,002,3072600,YORK TOWNSHIP PUBLIC LIBRARY,8152592480,CARROLL,"1005 WEST MAIN STREET
THOMSON, IL 61285
(41.958692, -90.102775)",42,14715,CE,4100,0,1295,52,NO,0,0,0
IL0523,002,3064800,THORNTON PUBLIC LIBRARY,7088772579,COOK,"115 EAST MARGARET STREET
THORNTON, IL 60476
(41.568402, -87.611759)",21,5246456,CE,3670,0,1924,52,NC,0,0,0
IL0524,002,3064900,THREE RIVERS PUBLIC LIBRARY DISTRICT,8154676200,WILL,"25207 WEST CHANNON DRIVE
CHANNAHON, IL 60410
(41.434114, -88.224184)",21,685419,CE,9200,0,3356,52,NC,0,0,0
IL0524,003,3064901,MINOOKA BRANCH LIBRARY,8154671600,GRUNDY,"109 NORTH WABENA STREET
MINOOKA, IL 60447
(41.456414, -88.26155)",21,50425,BR,3300,0,2882,52,NC,0,0,0
IL0525,002,3065100,TINLEY PARK PUBLIC LIBRARY,7085320160,COOK,"7851 TIMBER DRIVE TINLEY PARK
IL 60477
(41.563607, -87.808496)",21,5246456,CE,58700,0,3744,52,NC,0,0,0
IL0525,003,3065101,TINLEY PARK PUBLIC LIBRARY BOOKMOBILE,7085320160,COOK,"7851 TIMBER DRIVE TINLEY PARK
IL 60477
(41.563607, -87.808496)",21,5246456,BS,-3,1,780,49,NC,0,0,0
IL0526,002,3065200,TISKILWA PUBLIC LIBRARY,8156464511,BUREAU,"119 EAST MAIN STREET
TISKILWA, IL 61368
(41.292271, -89.506859)",42,33840,CE,1800,0,2184,52,NO,0,0,0
IL0527,002,3064300,SUMPTER TOWNSHIP LIBRARY,2178492072,CUMBERLAND,"148 COURTHOUSE SQUARE
TOLEDO, IL 62468
(39.274955, -88.246935)",43,10833,CE,4080,0,1500,50,NO,0,0,0
IL0528,002,3065300,TOLONO PUBLIC LIBRARY DISTRICT,2174855558,CHAMPAIGN,"111 EAST MAIN STREET
TOLONO, IL 61880
(39.985489, -88.260328)",22,207133,CE,7950,0,3544,52,NO,0,0,0
IL0529,002,3065400,TOLUCA PUBLIC LIBRARY DISTRICT,8154522211,MARSHALL,"102 NORTH MAIN STREET
TOLUCA, IL 61369
(41.00196, -89.134021)",42,12014,CE,829,0,1352,52,NO,0,0,0
IL0530,002,3065500,TOULON PUBLIC LIBRARY DISTRICT,3092865791,STARK,"617 E JEFFERSON ST
TOULON, IL 61483
(0.0, 0.0)",,5813,CE,2463,0,2704,52,M,0,0,7
IL0531,002,3065600,TOWANDA DISTRICT LIBRARY,3097282176,MCLEAN,"301 SOUTH TAYLOR STREET
TOWANDA, IL 61776
(40.563217, -88.894765)",22,174061,CE,3780,0,1938,51,NO,0,0,0
IL0532,002,3065800,TREMONT DISTRICT LIBRARY,3099255432,TAZEWELL,"215 SOUTH SAMPSON STREET
TREMONT, IL 61568
(40.52593, -89.491135)",41,135707,CE,6300,0,2184,52,NO,0,0,0
IL0533,002,3065900,TRENTON PUBLIC LIBRARY,6182247662,CLINTON,"118 EAST INDIANA STREET
TRENTON, IL 62293
(38.603104, -89.680892)",31,37857,CE,5452,0,1716,52,NO,0,0,0
IL0534,002,3066100,TRI-TOWNSHIP PUBLIC LIBRARY DISTRICT,6186672133,MADISON,"209 SOUTH MAIN STREET
TROY, IL 62294
(38.727393, -89.883542)",21,266560,CE,13440,0,2972,52,NC,0,0,0
IL0535,002,3066200,TUSCOLA PUBLIC LIBRARY,2172533812,DOUGLAS,"112 EAST SALE STREET
TUSCOLA, IL 61953
(39.799856, -88.287485)",32,19889,CE,3600,0,2704,52,NO,0,0,0
IL0536,002,3066300,COLONA DISTRICT PUBLIC LIBRARY,3097920548,HENRY,"911 FIRST STREET
COLONA, IL 61241
(41.468849, -90.35783)",21,49635,CE,4500,0,2820,52,NO,0,0,0
IL0537,002,3066400,UNIVERSITY PARK PUBLIC LIBRARY DISTRICT,7085342580,WILL,"1100 BLACKHAWK DRIVE UNIVERSITY PARK
IL 60484
(41.430714, -87.680396)",21,685419,CE,10000,0,2808,52,NC,0,0,0
IL0538,002,3066500,URBANA FREE LIBRARY,2173674057,CHAMPAIGN,"210 WEST GREEN STREET
URBANA, IL 61801
(40.110751, -88.209197)",13,207133,CE,50000,0,3514,52,CC,0,0,0
IL0539,002,3066600,UTICA PUBLIC LIBRARY DISTRICT,8156674509,LA SALLE,"MILL
UTICA, IL 61373
(41.371764, -89.010181)",41,111241,CE,3400,0,1768,52,NO,0,0,0
IL0540,002,3066700,VALLEY DISTRICT LIBRARY,3097782240,FULTON,"515 CARTER STREET
FAIRVIEW, IL 61432
(40.633335, -90.164268)",42,36007,CE,4068,0,1248,52,NO,0,0,0
IL0541,002,3066800,VALMEYER PUBLIC LIBRARY DISTRICT,6189352626,MONROE,"300 SOUTH CEDAR BLUFF DRIVE
VALMEYER, IL 62295
(38.310119, -90.279345)",42,33722,CE,4800,0,576,52,NO,0,0,0
IL0542,002,3026400,EVANS PUBLIC LIBRARY DISTRICT,6182832824,FAYETTE,"215 SOUTH FIFTH STREET
VANDALIA, IL 62471
(38.96051, -89.096131)",33,21870,CE,7625,0,2912,52,NO,0,0,0
IL0543,002,3067000,VENICE PUBLIC LIBRARY,6188771330,MADISON,"325 BROADWAY AVENUE
VENICE, IL 62090
(38.671932, -90.170633)",21,266560,CE,6423,0,1456,52,NC,0,0,0
IL0544,002,3067100,VERMONT PUBLIC LIBRARY,3097846291,FULTON,"EAST 4TH
VERMONT, IL 61484
(40.301732, -90.429397)",43,36007,CE,1800,0,1275,50,NO,0,0,0
IL0545,002,3067200,VERNON AREA PUBLIC LIBRARY DISTRICT,8476343650,LAKE,"300 OLDE HALF DAY ROAD
LINCOLNSHIRE, IL 60069
(42.198152, -87.935955)",21,705186,CE,50000,0,3500,52,NC,0,0,0
IL0546,002,3067400,VICTORIA PUBLIC LIBRARY DISTRICT,3098792295,KNOX,"227 EAST MAIN STREET
VICTORIA, IL 61485
(41.033773, -90.096639)",42,52069,CE,1568,0,1738,52,NO,0,0,0
IL0547,002,3067500,VIENNA CARNEGIE PUBLIC LIBRARY,6186585051,JOHNSON,"401 POPLAR STREET
VIENNA, IL 62995
(37.414011, -88.896083)",42,12601,CE,1500,0,1040,52,NO,0,0,0
IL0548,002,3007900,CAMARGO TOWNSHIP DISTRICT LIBRARY,2178325211,DOUGLAS,"14 NORTH MAIN STREET VILLA GROVE
IL 61956
(39.86316, -88.161565)",42,19889,CE,4000,0,-1,52,NO,0,0,0
IL0549,002,3067600,VILLA PARK PUBLIC LIBRARY,6308341164,DUPAGE,"305 SOUTH ARDMORE AVENUE VILLA PARK
IL 60181
(41.884702, -87.97899)",21,932708,CE,24450,0,3553,52,NC,0,0,0
IL0550,002,3067900,VIOLA PUBLIC LIBRARY DISTRICT,3095962620,MERCER,"1705 FOURTEENTH STREET
VIOLA, IL 61486
(41.202895, -90.585662)",42,15945,CE,1920,0,1924,52,NO,0,0,0
IL0551,002,3031400,GRAND PRAIRIE OF THE WEST PUBLIC LIBRARY DISTRICT,2179653015,MACOUPIN,"142 WEST JACKSON STREET
VIRDEN, IL 62690
(39.501798, -89.768521)",31,46453,CE,2520,0,2028,52,NO,0,0,0
IL0552,002,3068000,VIRGINIA MEMORIAL PUBLIC LIBRARY,2174523846,CASS,"100 NORTH MAIN STREET
VIRGINIA, IL 62691
(39.950663, -90.209786)",43,13156,CE,4000,0,1040,51,NO,0,0,0
IL0553,002,3068100,WALNUT PUBLIC LIBRARY DISTRICT,8153792159,BUREAU,"101 HEATON STREET
WALNUT, IL 61376
(41.558678, -89.597358)",43,33840,CE,6232,0,1820,52,NO,0,0,0
IL0554,002,3068300,WARREN TOWNSHIP PUBLIC LIBRARY,8157452076,JO DAVIESS,"210 BURNETT AVENUE
WARREN, IL 61087
(42.496016, -89.987865)",43,22254,CE,3272,0,1300,52,NO,0,0,0
IL0555,002,3068200,WARREN COUNTY PUBLIC LIBRARY DISTRICT,3097343166,WARREN,"62 PUBLIC SQUARE
MONMOUTH, IL 61462
(40.912276, -90.648108)",32,17874,CE,18024,0,3432,52,NO,0,0,0
IL0555,006,3068201,ROSEVILLE BRANCH LIBRARY,3094262336,WARREN,"145 WEST PENN AVENUE
ROSEVILLE, IL 61473
(40.732396, -90.665045)",43,17874,BR,832,0,780,52,NO,0,0,0
IL0555,003,3068202,ALEXIS BRANCH LIBRARY,3094826109,WARREN,"102 WEST BROADWAY
ALEXIS, IL 61412
(41.061668, -90.555715)",42,17874,BR,960,0,780,52,NO,0,0,0
IL0555,005,3068203,KIRKWOOD BRANCH LIBRARY,3097682173,WARREN,"134 SOUTH KIRK
KIRKWOOD, IL 61447
(40.868631, -90.751646)",42,17874,BR,501,0,780,52,NO,0,0,0
IL0556,002,3068400,WARREN-NEWPORT PUBLIC LIBRARY DISTRICT,8472445150,LAKE,"224 NORTH O'PLAINE ROAD
GURNEE, IL 60031
(42.363413, -87.91443)",21,705186,CE,54000,0,3528,51,NC,0,0,0
IL0556,003,3068401,WARREN-NEWPORT PUBLIC LIBRARY BOOKMOBILE,8472445150,LAKE,"224 NORTH O'PLAINE ROAD
GURNEE, IL 60031
(42.363413, -87.91443)",21,705186,BS,-3,1,921,50,NC,0,0,0
IL0557,002,3068500,WARRENVILLE PUBLIC LIBRARY DISTRICT,6303931171,DUPAGE,"28W751 STAFFORD PLACE WARRENVILLE
IL 60555
(41.823285, -88.182918)",21,932708,CE,28500,0,3371,52,NC,0,0,0
IL0558,002,3068600,WARSAW PUBLIC LIBRARY,2172563417,HANCOCK,"1025 WEBSTER STREET
WARSAW, IL 62379
(40.355932, -91.430012)",41,18564,CE,6000,0,2122,52,NO,0,0,0
IL0559,002,3068700,WASHINGTON DISTRICT LIBRARY,3094442241,TAZEWELL,"380 NORTH WILMOR ROAD
WASHINGTON, IL 61571
(40.705985, -89.421622)",21,135707,CE,19300,0,2968,52,NC,0,0,0
IL0559,003,3068701,SUNNYLAND BRANCH LIBRARY,3097453023,TAZEWELL,"16 WASHINGTON PLAZA
WASHINGTON, IL 61571
(38.217473, -89.497648)",42,14337,BR,4000,0,2136,52,NC,0,0,0
IL0560,002,3046800,MORRISON-TALBOTT LIBRARY,6189396232,MONROE,"215 PARK STREET
WATERLOO, IL 62298
(38.332595, -90.1524)",31,33722,CE,15304,0,2860,52,NC,0,0,0
IL0561,002,3020100,CLINTON TOWNSHIP PUBLIC LIBRARY,8152643339,DEKALB,"110 SOUTH ELM STREET
WATERMAN, IL 60556
(41.768975, -88.773824)",42,105462,CE,2520,0,1300,52,NO,0,0,0
IL0562,002,3068800,WATSEKA PUBLIC LIBRARY,8154324544,IROQUOIS,"201 SOUTH 4TH STREET
WATSEKA, IL 60970
(40.77507, -87.732784)",32,28879,CE,10700,0,2730,52,NO,0,0,0
IL0563,002,3068900,WAUCONDA AREA PUBLIC LIBRARY DISTRICT,8475266225,LAKE,"801 NORTH MAIN STREET
WAUCONDA, IL 60084
(42.270853, -88.144188)",21,705186,CE,27500,0,3588,52,NC,0,0,0
IL0564,002,3069000,WAUKEGAN PUBLIC LIBRARY,8476232041,LAKE,"128 NORTH COUNTY STREET
WAUKEGAN, IL 60085
(42.362056, -87.832597)",21,705186,CE,75000,0,2700,52,NC,0,0,0
IL0564,005,3069001,HINKSTON PARK FIELD HOUSE BRANCH LIBRARY,8472638077,LAKE,"800 NORTH BALDWIN AVENUE
WAUKEGAN, IL 60085
(42.372183, -87.871485)",21,705186,BR,703,0,2400,50,NC,0,0,0
IL0564,003,3069002,WAUKEGAN PUBLIC LIBRARY BOOKMOBILE #1,8476232041,LAKE,"128 NORTH COUNTY STREET
WAUKEGAN, IL 60085
(42.362056, -87.832597)",21,705186,BS,-3,1,690,23,NC,0,0,0
IL0565,002,3069100,WAVERLY PUBLIC LIBRARY,2174352051,MORGAN,"291 NORTH PEARL STREET
WAVERLY, IL 62692
(39.593361, -89.953382)",42,34929,CE,2967,0,1147,52,NO,0,0,0
IL0566,002,3069200,WAYNE CITY KISSNER PUBLIC LIBRARY,6188952661,WAYNE,"102 SOUTH MAIN STREET
WAYNE CITY, IL 62895
(38.346624, -88.588163)",43,16543,CE,2700,0,1040,48,NO,0,0,0
IL0567,002,3069300,WAYNESVILLE TOWNSHIP LIBRARY,2179495111,DE WITT,"303 EAST SECOND STREET
WAYNESVILLE, IL 61778
(40.239282, -89.122989)",42,16284,CE,1820,0,1040,52,NO,0,0,0
IL0568,002,3069400,WELDON PUBLIC LIBRARY DISTRICT,2177362215,DE WITT,"505 MAPLE STREET
WELDON, IL 61882
(40.121109, -88.751438)",42,16284,CE,2500,0,1560,52,NO,0,0,0
IL0569,002,3005800,BOND PUBLIC LIBRARY,8158534665,MARSHALL,"208 SOUTH CHESTNUT STREET
WENONA, IL 61377
(41.052508, -89.049945)",42,12014,CE,3626,0,1304,52,NO,0,0,0
IL0570,002,3069500,WEST CHICAGO PUBLIC LIBRARY DISTRICT,6302311552,DUPAGE,"118 WEST WASHINGTON STREET WEST
CHICAGO, IL 60185
(41.884161, -88.206344)",21,932708,CE,27052,0,3392,52,NC,0,0,0
IL0571,002,3069600,WEST FRANKFORT PUBLIC LIBRARY,6189323313,FRANKLIN,"402 EAST POPLAR STREET WEST
FRANKFORT, IL 62896
(37.898857, -88.923648)",31,39411,CE,7166,0,2994,52,NO,0,0,0
IL0572,002,3069700,WEST SALEM PUBLIC LIBRARY,6184568970,EDWARDS,"112 WEST SOUTH STREET WEST
SALEM, IL 62476
(38.520088, -88.005378)",43,6617,CE,1048,0,1092,52,NO,0,0,0
IL0573,002,3069900,WESTCHESTER PUBLIC LIBRARY,7085623573,COOK,"10700 CANTERBURY STREET
WESTCHESTER, IL 60154
(41.855264, -87.889477)",21,5246456,CE,22000,0,3227,52,NC,0,0,0
IL0574,002,3070000,WESTERN DISTRICT LIBRARY,3095268375,HENRY,"1111 FOURTH STREET
ORION, IL 61273
(41.353152, -90.381469)",42,49635,CE,6452,0,-1,52,NO,0,0,0
IL0575,002,3064700,THOMAS FORD MEMORIAL LIBRARY,7082460520,COOK,"800 CHESTNUT STREET WESTERN SPRINGS
IL 60558
(41.812428, -87.899128)",21,5246456,CE,24832,0,3380,52,NC,0,0,0
IL0576,002,3070100,WESTMONT PUBLIC LIBRARY,6309695625,DUPAGE,"428 NORTH CASS AVENUE
WESTMONT, IL 60559
(41.806206, -87.975741)",21,932708,CE,24000,0,3099,52,NC,0,0,0
IL0577,002,3070200,WESTVILLE PUBLIC LIBRARY DISTRICT,2172673170,VERMILION,"233 SOUTH STATE STREET
WESTVILLE, IL 61883
(40.040653, -87.638533)",23,79728,CE,10000,0,2418,52,NO,0,0,0
IL0578,002,3070300,WHEATON PUBLIC LIBRARY,6306681374,DUPAGE,"225 NORTH CROSS STREET
WHEATON, IL 60187
(41.866278, -88.105174)",21,932708,CE,124518,0,3417,52,NC,0,0,0
IL0579,002,3070400,WHITE HALL TOWNSHIP LIBRARY,2173746014,GREENE,"119 EAST SHERMAN STREET
WHITE HALL, IL 62092
(39.436835, -90.403331)",32,13434,CE,2301,0,2080,52,NO,0,0,0
IL0580,002,3070500,CARLOCK PUBLIC LIBRARY DISTRICT,3093765651,MCLEAN,"202 EAST WASHINGTON STREET
CARLOCK, IL 61725
(40.582319, -89.132045)",42,174061,CE,5548,0,2678,52,NO,0,0,0
IL0581,002,3070600,WILLIAM LEONARD PUBLIC LIBRARY DISTRICT,7085972760,COOK,"13820 CENTRAL PARK AVENUE
ROBBINS, IL 60472
(41.641791, -87.708663)",21,5246456,CE,5170,0,1872,52,NC,0,0,0
IL0584,002,3071000,WILMETTE PUBLIC LIBRARY DISTRICT,8472565025,COOK,"1242 WILMETTE AVENUE
WILMETTE, IL 60091
(42.074597, -87.709157)",21,5246456,CE,65654,0,3900,52,NC,0,0,0
IL0585,002,3071100,WILMINGTON PUBLIC LIBRARY DISTRICT,8154762834,WILL,"201 SOUTH KANKAKEE STREET
WILMINGTON, IL 60481
(41.307478, -88.144112)",31,685419,CE,6255,0,3265,52,NC,0,0,0
IL0586,002,3071200,WINCHESTER PUBLIC LIBRARY,2177423150,SCOTT,"215 NORTH MAIN STREET
WINCHESTER, IL 62694
(39.632828, -90.456213)",43,5204,CE,2171,0,1400,52,NO,0,0,0
IL0587,002,3071300,WINDSOR STORM MEMORIAL PUBLIC LIBRARY DISTRICT,2174592498,SHELBY,"102 SOUTH MAPLE STREET
WINDSOR, IL 61957
(39.438205, -88.593596)",42,22048,CE,1989,0,2280,52,NO,0,0,0
IL0588,002,3071400,WINFIELD PUBLIC LIBRARY,6306537599,DUPAGE,"0S291 WINFIELD ROAD WINFIELD
IL 60190
(41.865972, -88.158337)",21,932708,CE,9525,0,3217,52,NC,0,0,0
IL0589,002,3071500,WINNEBAGO PUBLIC LIBRARY DISTRICT,8153357050,WINNEBAGO,"210 NORTH ELIDA STREET
WINNEBAGO, IL 61088
(42.268231, -89.241443)",21,288542,CE,10968,0,2749,52,NC,0,0,0
IL0590,002,3071600,WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT,8474467220,COOK,"768 OAK STREET
WINNETKA, IL 60093
(42.104599, -87.733121)",21,5246456,CE,24000,0,3536,52,NC,0,0,0
IL0590,003,3071601,NORTHFIELD BRANCH LIBRARY,8474465990,COOK,"1785 ORCHARD LANE
NORTHFIELD, IL 60093
(42.100381, -87.77015)",21,5246456,BR,4000,0,3536,52,NC,0,0,0
IL0591,002,3071700,WITT TOWNSHIP MEMORIAL LIBRARY,2175947333,MONTGOMERY,"18 NORTH SECOND STREET
WITT, IL 62094
(39.254302, -89.351876)",32,29359,CE,1075,0,1248,52,NO,0,0,0
IL0592,002,3071800,WOOD DALE PUBLIC LIBRARY DISTRICT,6307666762,DUPAGE,"520 NORTH WOOD DALE ROAD WOOD DALE
IL 60191
(41.977646, -87.979736)",21,932708,CE,27028,0,3164,52,NC,0,0,0
IL0592,003,3071801,WOOD DALE PUBLIC LIBRARY BOOKMOBILE,6307666762,DUPAGE,"520 NORTH WOOD DALE ROAD WOOD DALE
IL 60191
(0.0, 0.0)",,932708,BS,-3,1,-1,-1,M,2,0,0
IL0593,002,3071900,WOOD RIVER PUBLIC LIBRARY,6182544832,MADISON,"326 EAST FERGUSON AVENUE WOOD RIVER
IL 62095
(38.861067, -90.0907)",23,266560,CE,7401,0,3146,52,NC,0,0,0
