organization_id,header#fiscal_year_end_date,State,Zip,County,Paid Attendance In Person,Free Attendance In Person,Total Attendance In Person,COMPLETED_FY,BUDGETSIZE,DISCIPLINE
727,6/30/2005 0:00,PA,19067-1605,Bucks,1450,0,1450,2005,2.00,6.00
4117,6/30/2015 0:00,PA,18901-0400,Bucks,2050,50,2100,2015,2.00,5.00
227,6/30/2015 0:00,PA,18944-3005,Bucks,2185,471,2656,2015,4.00,4.00
374,7/31/2008 0:00,PA,18901-1518,Bucks,2817,50,2867,2008,2.00,5.00
847,5/31/2015 0:00,PA,18947-0093,Bucks,2860,10,2870,2015,2.00,5.00
2235,12/31/2015 0:00,PA,18951-1317,Bucks,0,4500,4500,2015,1.00,5.00
565,6/30/2015 0:00,PA,18902-1121,Bucks,1,4660,4661,2015,3.00,3.00
686,12/31/2014 0:00,PA,19054-1117,Bucks,655,5435,6090,2014,2.00,4.00
493,6/30/2006 0:00,PA,18901-3729,Bucks,230,6000,6230,2006,3.00,3.00
768,5/31/2005 0:00,PA,18901-0258,Bucks,3052,4460,7512,2005,2.00,5.00
1857,12/31/2015 0:00,PA,18940-9606,Bucks,5700,4000,9700,2015,1.00,4.00
12998,12/31/2011 0:00,PA,19053-2302,Bucks,0,9978,9978,2011,3.00,4.00
742,12/31/2009 0:00,PA,18938-1226,Bucks,1400,15000,16400,2009,1.00,6.00
380,6/30/2015 0:00,PA,18940-4106,Bucks,0,18115,18115,2015,3.00,4.00
908,6/30/2015 0:00,PA,19067-6701,Bucks,15963,5443,21406,2015,3.00,4.00
953,12/31/2007 0:00,PA,18901-5507,Bucks,12863,14732,27595,2007,4.00,4.00
16277,12/31/2012 0:00,PA,18938-2218,Bucks,26030,2491,28521,2012,4.00,5.00
757,12/31/2015 0:00,PA,18901,Bucks,22335,8250,30585,2015,3.00,4.00
178,8/31/2015 0:00,PA,19007-5012,Bucks,44249,3932,48181,2015,4.00,5.00
197,12/31/2015 0:00,PA,18901-4999,Bucks,49762,17865,67627,2015,4.00,4.00
193,12/31/2014 0:00,PA,18901-0779,Bucks,82534,6873,89407,2014,3.00,1.00
9392,5/31/2015 0:00,PA,18940-1237,Bucks,191,125000,125191,2015,1.00,3.00
224,12/31/2014 0:00,PA,18901-4931,Bucks,122618,10617,133235,2014,4.00,4.00
16535,12/31/2013 0:00,PA,16003-0204,Butler,1100,20,1120,2013,1.00,5.00
17932,12/31/2014 0:00,PA,16066-0584,Butler,1,2000,2001,2014,2.00,5.00
2291,6/30/2015 0:00,PA,16057-1326,Butler,1077,2214,3291,2015,1.00,3.00
2268,6/30/2014 0:00,PA,16001-5925,Butler,5124,500,5624,2014,3.00,5.00
555,6/30/2015 0:00,PA,15940-0009,Cambria,0,200,200,2015,2.00,6.00
12952,6/30/2011 0:00,PA,15905-2548,Cambria,0,280,280,2011,1.00,2.00
4091,12/31/2009 0:00,PA,15904-3606,Cambria,143,300,443,2009,1.00,5.00
439,12/31/2014 0:00,PA,15906-2705,Cambria,900,3600,4500,2014,3.00,2.00
16904,12/31/2014 0:00,PA,15904-1003,Cambria,927,4595,5522,2014,2.00,3.00
343,12/31/2014 0:00,PA,15931-1429,Cambria,6595,295,6890,2014,2.00,5.00
550,9/30/2010 0:00,PA,15907-1889,Cambria,10400,500,10900,2010,3.00,5.00
575,5/31/2015 0:00,PA,15901-1702,Cambria,8900,5000,13900,2015,3.00,5.00
427,12/31/2014 0:00,PA,15907-0866,Cambria,400,21000,21400,2014,2.00,4.00
1157,6/30/2014 0:00,PA,15904-2912,Cambria,23150,230,23380,2014,3.00,5.00
1012,9/30/2013 0:00,PA,15906-2500,Cambria,37747,1800,39547,2013,4.00,4.00
328,6/30/2015 0:00,PA,15940-0009,Cambria,813,71583,72396,2015,4.00,4.00
13558,12/31/2015 0:00,PA,15834-1412,Cameron,98,7100,7198,2015,2.00,4.00
1648,6/30/2015 0:00,PA,18229-1103,Carbon,310,42,352,2015,1.00,5.00
334,8/31/2014 0:00,PA,16801-3718,Centre,170,0,170,2014,2.00,3.00
632,6/30/2015 0:00,PA,16804-1375,Centre,846,510,1356,2015,2.00,5.00
2180,7/31/2015 0:00,PA,16801-3886,Centre,1600,117,1717,2015,2.00,5.00
561,8/31/2015 0:00,PA,16801-3210,Centre,2000,0,2000,2015,1.00,5.00
13562,7/31/2014 0:00,PA,16823-0242,Centre,157,5047,5204,2014,1.00,5.00
1472,6/30/2015 0:00,PA,16851-0811,Centre,600,5500,6100,2015,2.00,6.00
2227,8/31/2015 0:00,PA,16801-5330,Centre,3798,3285,7083,2015,1.00,5.00
1740,12/31/2015 0:00,PA,16801-4168,Centre,0,10000,10000,2015,1.00,5.00
2404,6/30/2015 0:00,PA,16823-0141,Centre,0,11300,11300,2015,1.00,2.00
2241,6/30/2015 0:00,PA,16804-0675,Centre,13690,0,13690,2015,2.00,5.00
776,6/30/2015 0:00,PA,16802-0000,Centre,10232,4593,14825,2015,3.00,5.00
302,6/30/2015 0:00,PA,16802-2108,Centre,22349,7322,29671,2015,4.00,5.00
875,6/30/2015 0:00,PA,16802-2507,Centre,0,32083,32083,2015,4.00,4.00
1761,10/31/2013 0:00,PA,16801-3838,Centre,60342,0,60342,2013,4.00,5.00
289,9/30/2013 0:00,PA,16804-1023,Centre,7899,148879,156778,2013,3.00,4.00
853,12/31/2005 0:00,PA,19365-0532,Chester,0,0,0,2005,1.00,5.00
862,12/31/2015 0:00,PA,19425-1413,Chester,0,0,0,2015,3.00,1.00
14718,6/30/2015 0:00,PA,19348-3340,Chester,0,130,130,2015,1.00,2.00
867,12/31/2005 0:00,PA,19320-1739,Chester,200,250,450,2005,1.00,6.00
18728,12/31/2014 0:00,PA,19380-3116,Chester,802,85,887,2014,1.00,5.00
6060,8/31/2008 0:00,PA,19382-4997,Chester,520,500,1020,2008,2.00,5.00
2132,5/31/2011 0:00,PA,19465-7044,Chester,1200,0,1200,2011,1.00,5.00
1051,12/31/2015 0:00,PA,19320-5404,Chester,453,1311,1764,2015,2.00,3.00
551,6/30/2015 0:00,PA,19320-3405,Chester,600,1400,2000,2015,2.00,5.00
922,12/31/2013 0:00,PA,19320-3434,Chester,2894,1000,3894,2013,3.00,6.00
936,6/30/2014 0:00,PA,19425-1402,Chester,780,3500,4280,2014,3.00,4.00
336,8/31/2013 0:00,PA,19348-0072,Chester,4220,100,4320,2013,3.00,5.00
719,12/31/2015 0:00,PA,19460-3403,Chester,500,4000,4500,2015,2.00,4.00
14743,12/31/2015 0:00,PA,19301-1782,Chester,0,4500,4500,2015,1.00,5.00
852,12/31/2014 0:00,PA,19355-0000,Chester,5000,50,5050,2014,3.00,4.00
337,6/30/2015 0:00,PA,19382-4946,Chester,7600,1500,9100,2015,3.00,5.00
872,6/30/2010 0:00,PA,19425-0042,Chester,2000,8000,10000,2010,2.00,4.00
17674,6/30/2015 0:00,PA,19348-0375,Chester,10192,407,10599,2015,2.00,5.00
1531,12/31/2015 0:00,PA,19341-2726,Chester,0,20000,20000,2015,1.00,5.00
919,12/31/2011 0:00,PA,19382-1911,Chester,13400,13170,26570,2011,3.00,6.00
202,12/31/2015 0:00,PA,19380-2658,Chester,25420,2200,27620,2015,4.00,4.00
897,12/31/2009 0:00,PA,19380-4268,Chester,30000,5000,35000,2009,3.00,4.00
217,8/31/2015 0:00,PA,19460-3449,Chester,31936,4930,36866,2015,3.00,1.00
605,6/30/2005 0:00,PA,19355-1539,Chester,2740,48125,50865,2005,2.00,3.00
294,8/31/2015 0:00,PA,19355-1706,Chester,51234,6947,58181,2015,5.00,5.00
11838,12/31/2010 0:00,PA,19481-0098,Chester,0,200000,200000,2010,1.00,4.00
1510,9/30/2013 0:00,PA,19348-0501,Chester,560227,516179,1076406,2013,7.00,4.00
17655,12/31/2015 0:00,PA,16036-0215,Clarion,2285,2000,4285,2015,2.00,5.00
251,12/31/2014 0:00,PA,16217-0180,Clarion,4869,200000,204869,2014,2.00,2.00
16362,12/31/2008 0:00,PA,15801-9050,Clearfield,1200,0,1200,2008,1.00,4.00
2190,12/31/2014 0:00,PA,15801-5958,Clearfield,3670,0,3670,2014,2.00,5.00
2135,6/30/2008 0:00,PA,16830-2413,Clearfield,7716,300,8016,2008,2.00,6.00
11878,6/30/2011 0:00,PA,17745-2342,Clinton,0,700,700,2011,4.00,3.00
384,9/30/2014 0:00,PA,17751-0161,Clinton,15303,2831,18134,2014,3.00,5.00
2337,12/31/2014 0:00,PA,17815-0336,Columbia,800,150,950,2014,2.00,3.00
2139,12/31/2015 0:00,PA,17815-2603,Columbia,17426,1046,18472,2015,2.00,4.00
186,8/31/2015 0:00,PA,17815-1752,Columbia,37321,6468,43789,2015,4.00,5.00
2257,12/31/2015 0:00,PA,16335-4906,Crawford,2320,400,2720,2015,1.00,5.00
608,6/30/2015 0:00,PA,16335-0337,Crawford,400,3000,3400,2015,1.00,6.00
2354,12/31/2015 0:00,PA,16354-2013,Crawford,1200,2200,3400,2015,2.00,6.00
2070,6/30/2015 0:00,PA,16335-3902,Crawford,0,4000,4000,2015,2.00,4.00
4211,4/30/2014 0:00,PA,16335-3233,Crawford,9364,12,9376,2014,3.00,5.00
2263,6/30/2011 0:00,PA,17043-1034,Cumberland,0,0,0,2011,2.00,5.00
1960,6/30/2015 0:00,PA,17001-0215,Cumberland,460,40,500,2015,1.00,5.00
1540,6/30/2012 0:00,PA,17055-1151,Cumberland,310,210,520,2012,1.00,5.00
2322,12/31/2006 0:00,PA,17025-2745,Cumberland,165,594,759,2006,2.00,2.00
2055,6/30/2015 0:00,PA,17013-3504,Cumberland,1010,8,1018,2015,2.00,5.00
2221,6/30/2011 0:00,PA,17013-2896,Cumberland,0,3000,3000,2011,1.00,5.00
341,12/31/2013 0:00,PA,17050-4501,Cumberland,1100,3500,4600,2013,2.00,4.00
2045,6/30/2015 0:00,PA,17013-3216,Cumberland,775,5000,5775,2015,2.00,3.00
545,6/30/2015 0:00,PA,17055-6807,Cumberland,7040,500,7540,2015,2.00,5.00
2177,12/31/2014 0:00,PA,17257-0004,Cumberland,105,8000,8105,2014,1.00,4.00
368,6/30/2015 0:00,PA,17025-2215,Cumberland,6025,2550,8575,2015,3.00,5.00
441,8/31/2015 0:00,PA,17013-2727,Cumberland,13226,2949,16175,2015,4.00,5.00
542,6/30/2009 0:00,PA,17013-2922,Cumberland,20000,900,20900,2009,3.00,5.00
1010,12/31/2011 0:00,PA,17013-2945,Cumberland,10000,25000,35000,2011,3.00,4.00
229,9/30/2015 0:00,PA,17101-2424,Dauphin,0,0,0,2015,2.00,6.00
331,12/31/2014 0:00,PA,17108-2084,Dauphin,0,0,0,2014,3.00,6.00
12071,6/30/2010 0:00,PA,17120-0053,Dauphin,15,30,45,2010,4.00,4.00
14713,12/31/2011 0:00,PA,17106-2201,Dauphin,250,25,275,2011,1.00,5.00
18657,12/31/2015 0:00,PA,17105-2465,Dauphin,0,318,318,2015,2.00,2.00
2319,12/31/2006 0:00,PA,17112-4903,Dauphin,0,400,400,2006,3.00,2.00
10933,12/31/2014 0:00,PA,17106-0444,Dauphin,450,20,470,2014,1.00,5.00
13428,12/31/2015 0:00,PA,17106-1023,Dauphin,998,114,1112,2015,1.00,5.00
8332,12/31/2013 0:00,PA,17104-4636,Dauphin,800,700,1500,2013,2.00,6.00
400,6/30/2015 0:00,PA,17101-2126,Dauphin,921,752,1673,2015,2.00,5.00
1553,12/31/2007 0:00,PA,17033-0426,Dauphin,1000,810,1810,2007,1.00,5.00
7214,12/31/2010 0:00,PA,17104-1619,Dauphin,1100,1500,2600,2010,3.00,4.00
16390,12/31/2013 0:00,PA,17110-1705,Dauphin,2643,0,2643,2013,2.00,5.00
629,6/30/2015 0:00,PA,17110-2999,Dauphin,2770,0,2770,2015,3.00,5.00
2336,5/31/2008 0:00,PA,17101-3765,Dauphin,2000,1000,3000,2008,1.00,3.00
4777,6/30/2009 0:00,PA,17108-1146,Dauphin,0,3700,3700,2009,1.00,1.00
1314,6/30/2015 0:00,PA,17110-2999,Dauphin,0,4000,4000,2015,1.00,4.00
657,12/31/2014 0:00,PA,17112-4007,Dauphin,765,3257,4022,2014,2.00,5.00
9861,12/31/2009 0:00,PA,17033-0703,Dauphin,6033,0,6033,2009,2.00,5.00
572,6/30/2015 0:00,PA,17101-1711,Dauphin,6089,781,6870,2015,3.00,5.00
422,8/31/2014 0:00,PA,17110-1448,Dauphin,8413,0,8413,2014,3.00,5.00
567,12/31/2011 0:00,PA,17104-1017,Dauphin,255,10000,10255,2011,2.00,2.00
464,5/31/2015 0:00,PA,17101-1606,Dauphin,850,13000,13850,2015,3.00,6.00
358,9/30/2015 0:00,PA,17101-2205,Dauphin,13954,1173,15127,2015,2.00,5.00
6958,12/31/2014 0:00,PA,17061-8056,Dauphin,14379,7743,22122,2014,3.00,4.00
773,12/31/2014 0:00,PA,17101-1821,Dauphin,17457,6698,24155,2014,3.00,5.00
8975,12/31/2015 0:00,PA,17111-2276,Dauphin,1200,25000,26200,2015,3.00,3.00
290,12/31/2012 0:00,PA,17101-2403,Dauphin,0,30000,30000,2012,3.00,6.00
979,12/31/2006 0:00,PA,17033-2462,Dauphin,42144,911,43055,2006,4.00,4.00
584,6/30/2015 0:00,PA,17110-9346,Dauphin,29121,17317,46438,2015,4.00,5.00
440,6/30/2013 0:00,PA,17101-1700,Dauphin,63776,12530,76306,2013,3.00,4.00
972,7/31/2008 0:00,PA,17033-9507,Dauphin,82338,13334,95672,2008,4.00,4.00
974,7/31/2009 0:00,PA,17033-1412,Dauphin,102925,8448,111373,2009,4.00,5.00
971,12/31/2010 0:00,PA,17033-2727,Dauphin,124207,7799,132006,2010,4.00,4.00
12686,12/30/2010 0:00,PA,19081-1536,Delaware,0,0,0,2010,1.00,3.00
9342,12/31/2009 0:00,PA,19050-0121,Delaware,0,0,0,2009,2.00,5.00
6067,12/31/2011 0:00,PA,19023-3613,Delaware,500,10,510,2011,1.00,5.00
9990,12/31/2011 0:00,PA,19087-4319,Delaware,267,504,771,2011,3.00,6.00
8408,6/30/2015 0:00,PA,19087-4022,Delaware,545,233,778,2015,1.00,5.00
14903,6/30/2015 0:00,PA,19081-1409,Delaware,0,800,800,2015,1.00,3.00
2102,12/31/2015 0:00,PA,19016-1031,Delaware,60,800,860,2015,1.00,2.00
1860,6/30/2015 0:00,PA,19014-1277,Delaware,735,151,886,2015,1.00,5.00
712,6/30/2005 0:00,PA,19063-3505,DELAWARE,75,820,895,2005,3.00,3.00
2256,12/31/2015 0:00,PA,19087-3924,Delaware,950,50,1000,2015,1.00,5.00
6102,12/31/2014 0:00,PA,19050-2206,Delaware,0,1000,1000,2014,3.00,6.00
1598,6/30/2014 0:00,PA,19022-1385,Delaware,0,1021,1021,2014,1.00,2.00
1056,12/31/2009 0:00,PA,19026-2801,Delaware,300,900,1200,2009,1.00,2.00
2266,9/30/2015 0:00,PA,19063-8248,Delaware,0,1200,1200,2015,1.00,1.00
12828,12/31/2011 0:00,PA,19033-2511,Delaware,0,1500,1500,2011,1.00,3.00
2176,12/31/2015 0:00,PA,19063-2909,Delaware,587,1250,1837,2015,1.00,5.00
11858,12/31/2010 0:00,PA,19063-5959,Delaware,1600,400,2000,2010,1.00,5.00
12550,6/30/2011 0:00,PA,19063-1094,Delaware,615,1500,2115,2011,3.00,3.00
1488,6/30/2013 0:00,PA,19087-4519,Delaware,3150,19,3169,2013,3.00,3.00
10345,12/31/2015 0:00,PA,19063-0971,Delaware,450,2800,3250,2015,2.00,5.00
2246,6/30/2015 0:00,PA,19033-1719,Delaware,1300,2100,3400,2015,1.00,2.00
1526,5/31/2008 0:00,PA,19085-1699,Delaware,0,4083,4083,2008,2.00,4.00
1449,6/30/2015 0:00,PA,19081-1390,Delaware,138,4100,4238,2015,3.00,3.00
14134,12/31/2011 0:00,PA,19086-6199,Delaware,0,5000,5000,2011,3.00,4.00
10357,12/31/2010 0:00,PA,19063-2909,Delaware,220,4800,5020,2010,1.00,6.00
278,8/31/2015 0:00,PA,19060-1104,Delaware,1625,3936,5561,2015,3.00,3.00
3544,8/31/2008 0:00,PA,19063-1049,Delaware,1000,5092,6092,2008,3.00,4.00
840,12/31/2009 0:00,PA,19026-3723,Delaware,250,6300,6550,2009,1.00,5.00
2093,6/30/2013 0:00,PA,19063-2318,Delaware,7000,0,7000,2013,2.00,5.00
17490,6/30/2014 0:00,PA,19081-1390,Delaware,0,15000,15000,2014,5.00,3.00
209,8/31/2015 0:00,PA,19086-6025,Delaware,9639,8938,18577,2015,4.00,2.00
614,6/30/2015 0:00,PA,19086-6236,Delaware,32300,2000,34300,2015,3.00,5.00
967,9/30/2006 0:00,PA,19342-1333,Delaware,6613,29400,36013,2006,3.00,4.00
951,6/30/2009 0:00,PA,19081-1390,Delaware,3500,35000,38500,2009,4.00,4.00
806,8/31/2014 0:00,PA,19063-3416,Delaware,47316,3795,51111,2014,4.00,5.00
225,6/30/2015 0:00,PA,19317-0141,Delaware,31938,23451,55389,2015,4.00,4.00
315,1/31/2013 0:00,PA,19063-4424,Delaware,57186,5376,62562,2013,4.00,4.00
469,8/31/2014 0:00,PA,19041-1217,Delaware,2640,93360,96000,2014,4.00,3.00
12679,12/31/2012 0:00,PA,19081-1536,Delaware,0,125000,125000,2012,3.00,4.00
12771,12/31/2010 0:00,PA,19008-2337,Delaware,0,131000,131000,2010,3.00,4.00
301,12/31/2012 0:00,PA,19083-3705,Delaware,0,225000,225000,2012,4.00,4.00
639,12/31/2014 0:00,PA,19139-4003,Deleware,1600,1200,2800,2014,1.00,5.00
490,8/31/2014 0:00,PA,15853-1015,Elk,950,2500,3450,2014,2.00,6.00
4280,12/31/2008 0:00,PA,15853-6325,Elk,4000,0,4000,2008,2.00,2.00
642,6/30/2004 0:00,PA,16507-1222,Erie,0,0,0,2004,4.00,2.00
826,12/31/2013 0:00,PA,16505-0518,Erie,0,0,0,2013,1.00,4.00
12219,12/31/2010 0:00,PA,16546-0002,Erie,0,0,0,2010,2.00,4.00
9282,6/30/2015 0:00,PA,16504-1006,Erie,0,90,90,2015,1.00,2.00
267,6/30/2013 0:00,PA,16507-1426,Erie,125,75,200,2013,3.00,6.00
1353,7/31/2015 0:00,PA,16501-1865,Erie,210,45,255,2015,1.00,5.00
2285,8/31/2015 0:00,PA,16428-1546,Erie,250,50,300,2015,1.00,6.00
1480,8/31/2015 0:00,PA,16507-1244,Erie,725,294,1019,2015,1.00,5.00
2310,8/31/2012 0:00,PA,16514-0621,Erie,0,1200,1200,2012,1.00,5.00
2287,6/30/2015 0:00,PA,16444-0001,Erie,0,1200,1200,2015,1.00,5.00
4275,12/31/2015 0:00,PA,16509-4248,Erie,1400,100,1500,2015,2.00,3.00
19067,6/30/2015 0:00,PA,16507-1863,Erie,0,1800,1800,2015,1.00,4.00
4111,6/30/2012 0:00,PA,16444-0001,Erie,0,3000,3000,2012,1.00,4.00
569,6/30/2011 0:00,PA,16501-1216,Erie,3100,165,3265,2011,2.00,5.00
4115,6/30/2014 0:00,PA,16444-0001,Erie,500,3500,4000,2014,1.00,4.00
2275,6/30/2015 0:00,PA,16563-1501,Erie,0,5450,5450,2015,2.00,5.00
8017,12/31/2015 0:00,PA,16407-1247,Erie,1175,4542,5717,2015,1.00,6.00
10985,12/31/2015 0:00,PA,16412-2208,Erie,0,7500,7500,2015,1.00,5.00
3697,6/30/2012 0:00,PA,16509-4718,Erie,8560,0,8560,2012,4.00,1.00
11006,6/30/2014 0:00,PA,16563-4301,Erie,8000,900,8900,2014,2.00,3.00
2229,6/30/2015 0:00,PA,16504-1049,Erie,938,9211,10149,2015,3.00,4.00
926,5/31/2014 0:00,PA,16546-0002,Erie,8675,2005,10680,2014,3.00,2.00
10967,12/31/2014 0:00,PA,16412-0156,Erie,11201,5100,16301,2014,2.00,6.00
998,6/30/2008 0:00,PA,16501-1106,Erie,17042,9528,26570,2008,3.00,4.00
3692,12/31/2010 0:00,PA,16441-0498,Erie,25000,5500,30500,2010,2.00,2.00
1331,6/30/2010 0:00,PA,16507-1541,Erie,18649,12573,31222,2010,3.00,4.00
460,6/30/2014 0:00,PA,16502-1366,Erie,14462,24138,38600,2014,4.00,5.00
342,8/31/2015 0:00,PA,16501-1401,Erie,36470,5683,42153,2015,4.00,5.00
508,6/30/2015 0:00,PA,16501-1106,Erie,11903,63258,75161,2015,4.00,4.00
984,12/31/2011 0:00,PA,16508-0268,Erie,422000,35775,457775,2011,4.00,4.00
329,6/30/2015 0:00,PA,16541-0001,Erie County,0,18000,18000,2015,3.00,5.00
598,12/31/2014 0:00,PA,15437-1195,Fayette,545,0,545,2014,3.00,4.00
330,6/30/2015 0:00,PA,15401-3410,Fayette,7646,297,7943,2015,3.00,5.00
1037,12/31/2007 0:00,PA,15464-1542,Fayette,143048,2422,145470,2007,4.00,4.00
2280,12/31/2014 0:00,PA,16353-0306,Forest,120,440,560,2014,1.00,6.00
1600,6/30/2015 0:00,PA,17201-9952,Franklin,515,222,737,2015,1.00,5.00
2251,6/30/2014 0:00,PA,17236-1518,Franklin,0,3000,3000,2014,2.00,5.00
910,12/31/2014 0:00,PA,17201-2561,Franklin,5150,500,5650,2014,3.00,5.00
929,8/31/2015 0:00,PA,17201-1279,Franklin,2250,4000,6250,2015,3.00,3.00
2171,6/30/2015 0:00,PA,17268-2338,Franklin,10350,4550,14900,2015,2.00,4.00
213,9/30/2015 0:00,PA,17222-0603,Franklin,22087,2000,24087,2015,4.00,5.00
541,12/31/2013 0:00,PA,17201-2561,Franklin,600,55000,55600,2013,2.00,6.00
12700,12/31/2012 0:00,PA,15370-0103,Greene,0,300,300,2012,1.00,4.00
2114,12/31/2012 0:00,PA,16652-0216,Huntingdon,1380,1800,3180,2012,2.00,6.00
1590,5/31/2015 0:00,PA,16652-2100,Huntingdon,2068,3689,5757,2015,3.00,5.00
4261,12/31/2015 0:00,PA,15705-0001,Indiana,550,170,720,2015,1.00,5.00
9670,6/30/2015 0:00,PA,15705-1046,Indiana,0,2715,2715,2015,2.00,4.00
352,12/31/2013 0:00,PA,15701-3919,Indiana,0,3355,3355,2013,1.00,6.00
2195,6/30/2014 0:00,PA,15705-1008,Indiana,6626,2900,9526,2014,3.00,5.00
13771,12/31/2012 0:00,PA,15825-1234,Jefferson,4200,384,4584,2012,2.00,4.00
4225,3/5/2008 0:00,PA,15767-2017,Jefferson,0,30000,30000,2008,1.00,2.00
6972,12/31/2008 0:00,PA,17059-1424,Juniata,120,240,360,2008,1.00,4.00
10867,12/31/2010 0:00,PA,18471-0142,Lackawanna,0,100,100,2010,1.00,5.00
2060,6/30/2007 0:00,PA,18505-4126,Lackawanna,86,80,166,2007,1.00,2.00
12081,5/31/2012 0:00,PA,18440-0000,Lackawanna,147,28,175,2012,2.00,1.00
2236,6/30/2015 0:00,PA,18501-0501,Lackawanna,200,240,440,2015,1.00,5.00
2362,12/31/2015 0:00,PA,18503-2200,Lackawanna,430,50,480,2015,1.00,5.00
2325,8/31/2010 0:00,PA,18501-0468,Lackawanna,250,250,500,2010,1.00,1.00
2007,6/30/2015 0:00,PA,18410-5013,Lackawanna,856,22,878,2015,1.00,5.00
7810,6/30/2015 0:00,PA,18411-1536,Lackawanna,0,919,919,2015,1.00,2.00
566,6/30/2014 0:00,PA,18501-0665,Lackawanna,700,300,1000,2014,1.00,5.00
2147,6/30/2015 0:00,PA,18509-3206,Lackawanna,1000,200,1200,2015,2.00,5.00
2112,5/31/2015 0:00,PA,18510-4585,Lackawanna,0,1800,1800,2015,2.00,4.00
10999,12/31/2013 0:00,PA,18501-0565,Lackawanna,1800,150,1950,2013,2.00,2.00
8251,12/31/2013 0:00,PA,18508-2551,Lackawanna,0,2000,2000,2013,1.00,4.00
13592,6/30/2014 0:00,PA,18411-1552,Lackawanna,800,1500,2300,2014,1.00,5.00
1586,12/31/2014 0:00,PA,18510-2104,Lackawanna,2000,800,2800,2014,2.00,4.00
10847,8/31/2015 0:00,PA,18503-1951,Lackawanna,2264,597,2861,2015,2.00,5.00
2069,12/31/2014 0:00,PA,18503-2063,Lackawanna,90,3720,3810,2014,2.00,4.00
399,6/30/2009 0:00,PA,18503-1415,Lackawanna,3299,742,4041,2009,3.00,5.00
2327,9/30/2014 0:00,PA,18503-2551,Lackawanna,4000,100,4100,2014,2.00,2.00
1969,12/31/2013 0:00,PA,18508-1940,Lackawanna,0,9500,9500,2013,1.00,5.00
2284,7/31/2015 0:00,PA,18503-1948,Lackawanna,1700,8000,9700,2015,3.00,5.00
2145,6/30/2015 0:00,PA,18509-1598,Lackawanna,0,13853,13853,2015,2.00,4.00
436,12/31/2014 0:00,PA,18510-2380,Lackawanna,16444,2000,18444,2014,3.00,4.00
585,6/30/2015 0:00,PA,18503-1306,Lackawanna,66474,16517,82991,2015,4.00,5.00
16781,6/30/2013 0:00,PA,17602-4369,Lancaster,0,0,0,2013,3.00,1.00
18194,6/30/2012 0:00,PA,17602-4419,Lancaster,0,0,0,2012,3.00,2.00
12119,12/31/2013 0:00,PA,17603-3115,Lancaster,360,210,570,2013,2.00,5.00
2270,8/30/2008 0:00,PA,17579-1318,Lancaster,0,900,900,2008,1.00,5.00
16319,9/30/2014 0:00,PA,17603-3217,Lancaster,119,792,911,2014,1.00,5.00
2211,6/30/2014 0:00,PA,17606-5354,Lancaster,893,66,959,2014,1.00,5.00
537,8/31/2014 0:00,PA,17608-0276,Lancaster,1925,0,1925,2014,1.00,5.00
10998,12/31/2014 0:00,PA,17603-3807,Lancaster,2022,337,2359,2014,2.00,5.00
16225,9/30/2015 0:00,PA,17603-3561,Lancaster,2512,277,2789,2015,1.00,5.00
11885,6/30/2012 0:00,PA,17603-2827,Lancaster,0,3000,3000,2012,3.00,4.00
327,9/30/2015 0:00,PA,17022-2298,Lancaster,4151,1030,5181,2015,3.00,5.00
16297,8/31/2014 0:00,PA,17608-1741,Lancaster,2310,3590,5900,2014,2.00,5.00
918,6/30/2009 0:00,PA,17603-2766,Lancaster,6000,3000,9000,2009,5.00,5.00
477,7/31/2011 0:00,PA,17602,Lancaster,0,9185,9185,2011,3.00,4.00
783,6/30/2012 0:00,PA,17602-2952,Lancaster,11047,0,11047,2012,3.00,4.00
968,3/31/2006 0:00,PA,17512-2124,Lancaster,12132,1389,13521,2006,4.00,4.00
558,9/30/2014 0:00,PA,17601-4527,Lancaster,10353,10500,20853,2014,3.00,5.00
397,6/30/2014 0:00,PA,17603-3599,Lancaster,10089,11790,21879,2014,4.00,5.00
2233,12/31/2014 0:00,PA,17603-3718,Lancaster,266,25300,25566,2014,1.00,5.00
950,12/31/2009 0:00,PA,17603-3814,Lancaster,5993,22577,28570,2009,4.00,4.00
19073,6/30/2015 0:00,PA,17603-3840,Lancaster,30000,37500,67500,2015,4.00,5.00
931,12/31/2014 0:00,PA,17603-3011,Lancaster,15000,100000,115000,2014,3.00,4.00
502,8/31/2015 0:00,PA,17603-3808,Lancaster,115197,13954,129151,2015,5.00,5.00
601,6/30/2013 0:00,PA,16101-2327,Lawrence,1000,0,1000,2013,3.00,3.00
4319,12/31/2014 0:00,PA,17064-0310,Lebanon,0,0,0,2014,1.00,6.00
18245,12/31/2013 0:00,PA,17046-4642,Lebanon,0,100,100,2013,1.00,2.00
16290,6/30/2014 0:00,PA,17042-1547,Lebanon,450,2500,2950,2014,1.00,5.00
13426,4/30/2015 0:00,PA,17042-0782,Lebanon,5311,300,5611,2015,2.00,5.00
790,12/31/2014 0:00,PA,17064-0578,Lebanon,11203,1975,13178,2014,3.00,5.00
13460,6/30/2015 0:00,PA,18018-5861,Lehigh,153,4,157,2015,3.00,5.00
390,6/30/2015 0:00,PA,18049-0322,Lehigh,254,105,359,2015,2.00,6.00
3845,7/31/2015 0:00,PA,18078-3058,Lehigh,450,0,450,2015,1.00,1.00
